,osebuildingid,buildingtype,primarypropertytype,taxparcelidentificationnumber,councildistrictcode,neighborhood,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuilding_s,listofallpropertyusetypes,largestpropertyusetype,largestpropertyusetypegfa,energystarscore,siteeui_kbtu_sf,siteeuiwn_kbtu_sf,sourceeui_kbtu_sf,sourceeuiwn_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,steamuse,electricity,naturalgas,defaultdata,compliancestatus,totalghgemissions,zipcode,latitude,longitude,age
2117,24498,Multifamily LR (1-4),Low-Rise Multifamily,7985400085,1,DELRIDGE,9.0,3,58523,0,58523,Multifamily Housing,Multifamily Housing,59935.0,63.0,31.5,33.40000153,98.90000153,104.8000031,1888344.25,2000013.25,False,True,False,False,Compliant,13.16,98106.0,47.53476,-122.36469,35
2118,24514,NonResidential,Supermarket / Grocery Store,3126049389,5,NORTHWEST,1.0,1,45155,0,45155,Supermarket/Grocery Store,Supermarket/Grocery Store,45155.0,6.0,147.8000031,149.1000061,351.7000122,349.8999939,6674179.5,6732712.5,False,True,True,False,Compliant,158.63,98133.0,47.70224,-122.34409,37
2119,24515,Multifamily LR (1-4),Low-Rise Multifamily,3130900000,5,NORTH,2.0,4,54304,0,54304,"Multifamily Housing, Parking",Multifamily Housing,68138.0,93.0,23.10000038,24.79999924,72.59999847,77.69999695,1574750.875,1686964.25,False,True,False,False,Compliant,10.98,98115.0,47.69852,-122.32707,33
2120,24525,Multifamily LR (1-4),Low-Rise Multifamily,3151200000,2,GREATER DUWAMISH,1.0,4,114030,0,114030,Multifamily Housing,Multifamily Housing,114089.0,10.0,33.59999847,35.29999924,105.6999969,110.9000015,3838807.25,4031081.5,False,True,False,False,Compliant,26.76,98144.0,47.59094,-122.318,38
2121,24530,Multifamily MR (5-9),Mid-Rise Multifamily,3185800000,7,MAGNOLIA / QUEEN ANNE,1.0,6,44839,0,44839,"Multifamily Housing, Retail Store",Multifamily Housing,35545.0,,32.40000153,33.79999924,101.6999969,106.0999985,1211947.375,1263695.75,False,True,False,False,Compliant,8.45,98109.0,47.63374,-122.34145,34
2122,24531,NonResidential,Warehouse,3224049007,1,GREATER DUWAMISH,1.0,1,32000,0,32000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32040.0,3.0,68.19999695,73.0,176.6999969,181.8000031,2186148.5,2340055.75,False,True,True,False,Compliant,41.77,98108.0,47.5316,-122.333,57
2123,24532,NonResidential,Warehouse,3224049007,1,GREATER DUWAMISH,1.0,1,44000,0,44000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,45449.0,15.0,94.69999695,108.9000015,152.1999969,167.1000061,4302455.5,4947630.5,False,True,True,False,Compliant,175.53,98108.0,47.5316,-122.333,53
2124,24534,NonResidential,Warehouse,3224049007,1,GREATER DUWAMISH,1.0,1,36000,0,36000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36000.0,44.0,77.0,90.40000153,109.5,123.5999985,2771820.5,3253334.25,False,True,True,False,Compliant,124.4,98108.0,47.5316,-122.333,50
2125,24536,NonResidential,Warehouse,3224049012,1,GREATER DUWAMISH,1.0,1,31360,0,31360,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,29640.0,,43.59999847,49.09999847,87.90000153,93.59999847,1356972.25,1526335.25,False,True,True,False,Compliant,43.18,98108.0,47.52549,-122.33064,44
2126,24537,NonResidential,Warehouse,3224049012,1,GREATER DUWAMISH,1.0,1,33320,0,33320,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,32200.0,,70.0,74.80000305,154.1999969,159.3000031,2339234.0,2499644.75,False,True,True,False,Compliant,64.75,98108.0,47.52549,-122.33064,44
2127,24538,NonResidential,Warehouse,3224049012,1,GREATER DUWAMISH,1.0,1,48020,0,48020,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,47800.0,71.0,49.70000076,53.70000076,115.5999985,119.8000031,2373568.25,2567827.75,False,True,True,False,Compliant,59.14,98108.0,47.52549,-122.33064,44
2128,24539,NonResidential,Warehouse,3224049012,1,GREATER DUWAMISH,1.0,1,27420,0,27420,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27850.0,55.0,42.20000076,48.09999847,82.5,88.59999847,1176342.25,1340563.125,False,True,True,False,Compliant,39.05,98108.0,47.52549,-122.33064,44
2129,24541,Multifamily LR (1-4),Low-Rise Multifamily,6837810000,3,EAST,1.0,4,48972,0,48972,Multifamily Housing,Multifamily Housing,66257.0,89.0,24.20000076,25.10000038,76.0,78.80000305,1604062.75,1661746.625,False,True,False,False,Compliant,11.18,98122.0,47.60492,-122.31898,33
2130,24542,Multifamily LR (1-4),Low-Rise Multifamily,6837900000,6,BALLARD,1.0,4,37642,0,37642,Multifamily Housing,Multifamily Housing,35000.0,21.0,60.40000153,67.19999695,108.1999969,117.0999985,2114860.25,2353435.75,False,True,True,False,Compliant,77.75,98107.0,47.6744,-122.40735,41
2131,24544,Multifamily MR (5-9),Mid-Rise Multifamily,6839900000,7,DOWNTOWN,1.0,8,87925,0,87925,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,62708.0,19.0,59.20000076,60.90000153,142.1999969,143.0,4051925.5,4167874.5,False,True,True,False,Compliant,94.3,98121.0,47.61358,-122.34738,24
2133,24556,Multifamily MR (5-9),Mid-Rise Multifamily,6843650000,3,CENTRAL,1.0,6,105903,0,105903,"Multifamily Housing, Office",Multifamily Housing,96340.0,92.0,34.40000153,35.70000076,78.40000153,80.69999695,3644085.0,3784060.5,False,True,True,False,Compliant,94.69,98144.0,47.59515,-122.30985,14
2134,24560,NonResidential,K-12 School,6844701005,5,NORTHEAST,1.0,2,43645,0,43645,K-12 School,K-12 School,37000.0,71.0,55.5,63.0,87.59999847,95.5,2053956.375,2332477.5,False,True,True,False,Compliant,85.15,98115.0,47.694,-122.28967,74
2135,24562,Multifamily LR (1-4),Low-Rise Multifamily,6844701590,5,NORTHEAST,1.0,4,109623,42263,67360,"Multifamily Housing, Office, Parking",Multifamily Housing,104264.0,96.0,27.5,27.89999962,63.09999847,63.5,3017709.25,3059642.5,False,True,True,False,Compliant,77.56,98115.0,47.69129,-122.29038,11
2136,24563,NonResidential,Retail Store,6844701790,5,NORTHEAST,1.0,1,26853,0,26853,Retail Store,Retail Store,20360.0,68.0,68.69999695,71.40000153,189.6999969,189.6999969,1399062.75,1453484.75,False,True,True,False,Compliant,21.46,98115.0,47.69066,-122.29023,71
2137,24710,NonResidential,Other,7666206700,2,GREATER DUWAMISH,1.0,4,44775,0,44775,Other,Other,44775.0,,21.20000076,24.5,43.09999847,47.5,950695.625,1095347.375,False,True,True,False,Compliant,29.88,98134.0,47.59347,-122.33369,114
2138,24564,Multifamily MR (5-9),Mid-Rise Multifamily,6847700015,7,LAKE UNION,1.0,8,136998,0,136998,Multifamily Housing,Multifamily Housing,91759.0,68.0,33.20000076,33.20000076,97.69999695,97.69999695,3048425.5,3048425.5,False,True,True,False,Compliant,34.75,98109.0,47.62263,-122.33018,18
2139,24565,Multifamily LR (1-4),Low-Rise Multifamily,6847700040,7,LAKE UNION,1.0,3,26772,0,26772,Multifamily Housing,Multifamily Housing,26772.0,73.0,26.70000076,30.20000076,77.0,87.90000153,716071.625,808482.3125,False,True,True,False,Compliant,9.11,98102.0,47.62232,-122.32953,116
2140,24571,Multifamily MR (5-9),Mid-Rise Multifamily,6847700345,3,EAST,1.0,6,37417,0,37417,Multifamily Housing,Multifamily Housing,37417.0,92.0,22.79999924,24.5,71.5,77.0,851585.1875,917442.8125,False,True,False,False,Compliant,5.94,98102.0,47.62249,-122.32707,56
2141,24579,NonResidential,Other,7666205935,2,GREATER DUWAMISH,2.0,1,27760,0,27760,"Office, Other, Parking, Retail Store",Other,19715.0,,75.09999847,86.5,124.0999985,136.1000061,2833624.5,3262533.0,False,True,True,False,Compliant,112.82,98134.0,47.57507,-122.33349,107
2142,24581,NonResidential,Other,7666205945,2,GREATER DUWAMISH,1.0,1,20975,0,20975,"Fast Food Restaurant, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,13144.0,,16.70000076,16.70000076,43.59999847,43.59999847,347437.6875,347437.6875,False,True,True,False,Compliant,6.46,98134.0,47.57459,-122.3339,86
2143,24585,NonResidential,Other,7666205975,2,GREATER DUWAMISH,1.0,1,26075,0,26075,Other,Other,26075.0,,61.70000076,63.09999847,182.6000061,184.1000061,1608508.75,1646355.25,False,True,True,False,Compliant,17.6,98134.0,47.57619,-122.3339,105
2144,24587,NonResidential,Warehouse,7666205990,2,GREATER DUWAMISH,1.0,1,29394,0,29394,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29394.0,60.0,32.09999847,34.5,85.30000305,87.80000305,1486681.75,1597845.25,False,True,True,False,Compliant,26.27,98134.0,47.57881,-122.33273,31
2145,24588,Multifamily LR (1-4),Other,7666206020,2,GREATER DUWAMISH,1.0,3,33000,0,33000,"Other, Retail Store",Other,30200.0,,22.39999962,25.70000076,39.40000153,43.20000076,738983.0,847178.5,False,True,True,False,Compliant,27.68,98134.0,47.57958,-122.33371,118
2146,24589,NonResidential,Warehouse,7666206025,2,GREATER DUWAMISH,1.0,2,20400,0,20400,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,15000.0,69.0,21.5,24.60000038,47.29999924,50.59999847,438557.0,501439.6875,False,True,True,False,Compliant,12.17,98134.0,47.57941,-122.3336,97
2147,24591,NonResidential,Small- and Mid-Sized Office,7666206040,2,GREATER DUWAMISH,1.0,1,20460,0,20460,Office,Office,20460.0,16.0,44.20000076,44.20000076,138.6999969,138.6999969,903541.875,903541.875,False,True,False,False,Compliant,6.3,98134.0,47.57893,-122.33374,97
2148,24593,NonResidential,Self-Storage Facility,7666206065,2,GREATER DUWAMISH,1.0,2,25821,0,25821,Self-Storage Facility,Self-Storage Facility,25821.0,,8.100000381,8.300000191,25.5,26.10000038,209698.7031,214950.9063,False,True,False,False,Compliant,1.46,98134.0,47.58168,-122.33369,98
2149,24598,NonResidential,Refrigerated Warehouse,7666206133,2,GREATER DUWAMISH,1.0,2,21870,0,21870,Refrigerated Warehouse,Refrigerated Warehouse,21870.0,45.0,49.09999847,48.79999924,154.3000031,153.1999969,1074350.375,1067194.5,False,True,False,False,Compliant,7.49,98134.0,47.58217,-122.33263,68
2150,24599,NonResidential,Warehouse,7666206136,2,GREATER DUWAMISH,3.0,1,51664,0,51664,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51664.0,,68.30000305,72.5,177.3999939,181.8000031,3528086.75,3743867.25,False,True,True,False,Compliant,66.77,98134.0,47.58069,-122.3325,35
2151,24600,NonResidential,Medical Office,7985400265,1,DELRIDGE,1.0,1,43615,0,43615,Medical Office,Medical Office,43615.0,89.0,71.90000153,77.69999695,137.8999939,144.0,3133849.5,3389213.25,False,True,True,False,Compliant,106.35,98126.0,47.53419,-122.36624,53
2152,24601,NonResidential,Small- and Mid-Sized Office,7985400265,1,DELRIDGE,1.0,3,36879,0,36879,Office,Office,16855.0,26.0,67.90000153,71.0,213.1999969,222.8999939,1144267.5,1196289.375,False,True,False,False,Compliant,7.98,98126.0,47.53419,-122.36624,53
2153,24602,Nonresidential COS,Other,7985400296,1,DELRIDGE,1.0,2,28531,0,28531,"Other, Parking",Other,28303.0,,123.5,127.5999985,278.3999939,279.7000122,3494929.5,3611021.0,False,True,True,False,Compliant,92.7,98106.0,47.53578,-122.36205,21
2154,24603,NonResidential,Warehouse,7985400475,1,DELRIDGE,1.0,2,36600,0,36600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43556.0,80.0,7.099999905,7.400000095,22.20000076,23.10000038,308400.4063,320606.5938,False,True,False,False,Compliant,2.15,98106.0,47.53846,-122.36175,41
2155,24604,NonResidential,Mixed Use Property,7987400060,1,SOUTHWEST,1.0,5,35176,0,35176,"Office, Other",Office,14452.0,,35.0,37.40000153,109.9000015,117.4000015,1011965.375,1080492.375,False,True,False,False,Compliant,7.05,98126.0,47.57269,-122.37056,19
2156,24605,Multifamily LR (1-4),Low-Rise Multifamily,7995000000,3,CENTRAL,1.0,2,29417,0,29417,Multifamily Housing,Multifamily Housing,29417.0,92.0,21.0,22.5,66.0,70.5,618550.8125,660501.125,False,True,False,True,,4.31,98144.0,47.59478,-122.3088,19
2157,24607,Multifamily LR (1-4),Low-Rise Multifamily,8010100300,1,SOUTHWEST,1.0,4,33084,0,33084,Multifamily Housing,Multifamily Housing,33084.0,17.0,36.70000076,38.5,115.1999969,120.9000015,1213444.125,1273989.75,False,True,False,False,Compliant,8.46,98116.0,47.5784,-122.38687,33
2158,24614,SPS-District K-12,K-12 School,8024202285,5,NORTH,1.0,1,36701,0,36701,K-12 School,K-12 School,40285.0,87.0,38.79999924,43.70000076,80.30000305,88.30000305,1564891.75,1760895.125,False,True,True,True,,47.98,98115.0,47.69845,-122.30747,64
2159,24617,Multifamily LR (1-4),Low-Rise Multifamily,8029800000,5,NORTHWEST,1.0,4,29130,0,29130,Multifamily Housing,Multifamily Housing,29130.0,84.0,26.39999962,27.39999962,72.59999847,74.80000305,768479.625,797546.125,False,True,True,False,Compliant,11.94,98133.0,47.71382,-122.34175,23
2160,24624,NonResidential,University,8033700190,4,LAKE UNION,1.0,2,41293,15243,26050,"College/University, Medical Office",College/University,26393.0,,68.59999847,73.0,169.6000061,171.8999939,2839882.25,3023468.0,False,True,True,False,Compliant,61.68,98103.0,47.65231,-122.34217,83
2161,24626,Multifamily LR (1-4),Low-Rise Multifamily,8033700215,4,LAKE UNION,2.0,4,131034,28681,102353,"Multifamily Housing, Parking, Restaurant",Multifamily Housing,95444.0,99.0,37.59999847,38.90000153,80.0,81.40000153,3761647.0,3891769.25,False,True,True,False,Compliant,110.42,98103.0,47.65157,-122.34231,8
2162,24629,NonResidential,Warehouse,3573700406,2,GREATER DUWAMISH,1.0,1,48890,0,48890,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,30889.0,49.0,43.0,47.40000153,91.40000153,96.0,2100216.5,2315404.0,False,True,True,False,Compliant,61.6,98134.0,47.55718,-122.33288,82
2163,24630,NonResidential,Small- and Mid-Sized Office,3573700408,2,GREATER DUWAMISH,1.0,3,43473,0,43473,Office,Office,43473.0,3.0,101.5999985,101.5999985,319.0,319.0,4416909.5,4416909.5,False,True,False,False,Compliant,30.79,98134.0,47.55658,-122.33322,23
2164,24631,Multifamily LR (1-4),Low-Rise Multifamily,3574000000,6,NORTHWEST,1.0,4,24090,0,24090,Multifamily Housing,Multifamily Housing,24090.0,85.0,31.5,33.40000153,73.19999695,76.30000305,758891.0,805732.1875,False,True,True,False,Compliant,18.95,98103.0,47.68086,-122.35505,21
2165,24636,NonResidential,Retail Store,3624039009,1,DELRIDGE,1.0,1,40265,0,40265,Retail Store,Retail Store,40793.0,19.0,91.69999695,92.30000305,277.5,276.1000061,3740373.75,3766310.0,False,True,True,False,Compliant,35.48,98126.0,47.52254,-122.36627,33
2166,24640,NonResidential,Retail Store,3624039009,1,DELRIDGE,1.0,1,26208,0,26208,Retail Store,Retail Store,32427.0,79.0,49.59999847,54.29999924,118.9000015,123.5999985,1608884.25,1761050.125,False,True,True,False,Compliant,37.61,98126.0,47.52254,-122.36627,18
2167,24643,Multifamily MR (5-9),Mid-Rise Multifamily,3624039128,1,DELRIDGE,1.0,7,100536,0,100536,"Multifamily Housing, Office, Other",Multifamily Housing,77577.0,68.0,40.09999847,42.59999847,110.9000015,118.8000031,4028075.5,4282176.5,False,True,True,False,Compliant,61.18,98126.0,47.51795,-122.36801,45
2168,24645,Multifamily LR (1-4),Low-Rise Multifamily,3624039171,1,DELRIDGE,1.0,2,49501,0,49501,Multifamily Housing,Multifamily Housing,49501.0,56.0,34.90000153,37.09999847,109.5999985,116.4000015,1728121.5,1835257.125,False,True,False,False,Compliant,12.05,98126.0,47.51907,-122.36822,23
2169,24646,Nonresidential COS,Other,3624039172,1,DELRIDGE,1.0,2,27227,0,27227,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,29064.0,,204.8000031,217.5,377.2999878,390.7000122,8054334.0,8556389.0,False,True,True,False,Compliant,286.89,98106.0,47.52801,-122.36918,48
2170,24649,NonResidential,Mixed Use Property,3626039053,6,BALLARD,1.0,1,42172,0,42172,"Food Service, Other, Other - Education, Other - Entertainment/Public Assembly, Other - Recreation, Social/Meeting Hall",Other - Education,12000.0,,77.30000305,87.40000153,104.5,115.5999985,3275779.25,3705229.5,False,True,True,False,Compliant,152.14,98117.0,47.69766,-122.37346,97
2171,24711,NonResidential,Small- and Mid-Sized Office,7666206865,2,DOWNTOWN,1.0,5,32250,0,32250,Office,Office,32250.0,92.0,24.70000076,26.89999962,69.19999695,73.80000305,796042.375,866241.875,False,True,True,False,Compliant,11.44,98104.0,47.59657,-122.33394,113
2172,24650,Multifamily LR (1-4),Mixed Use Property,3626039064,6,NORTHWEST,1.0,2,38050,0,38050,"Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",Self-Storage Facility,13475.0,,120.5,120.5,241.1999969,241.1999969,4585966.0,4585966.0,False,True,True,False,Compliant,147.24,98103.0,47.69072,-122.35552,94
2173,24653,NonResidential,Retail Store,3626039310,6,NORTHWEST,1.0,1,51000,0,51000,Retail Store,Retail Store,51000.0,95.0,25.5,26.10000038,75.40000153,75.69999695,1298039.875,1330840.875,False,True,True,False,Compliant,14.17,98103.0,47.69061,-122.35731,70
2174,24657,Multifamily LR (1-4),Low-Rise Multifamily,6847700365,3,EAST,1.0,4,38041,0,38041,"Multifamily Housing, Parking",Multifamily Housing,28235.0,58.0,50.90000153,54.0,94.59999847,101.9000015,1437780.5,1524409.25,False,True,True,False,Compliant,50.7,98102.0,47.62185,-122.32768,95
2175,24659,Multifamily LR (1-4),Low-Rise Multifamily,6847700395,3,EAST,1.0,4,74516,23222,51294,"Multifamily Housing, Parking",Multifamily Housing,51294.0,79.0,32.09999847,33.29999924,94.19999695,98.19999695,1645748.25,1710190.5,False,True,True,False,Compliant,18.87,98102.0,47.621,-122.32702,115
2176,24660,Multifamily LR (1-4),Low-Rise Multifamily,6847700415,3,EAST,1.0,3,32292,0,32292,"Multifamily Housing, Parking",Multifamily Housing,27291.0,98.0,36.79999924,41.0,65.80000305,70.30000305,1003176.875,1119842.75,False,True,True,False,Compliant,36.89,98102.0,47.62183,-122.32715,100
2177,24663,Multifamily LR (1-4),Low-Rise Multifamily,6848200030,3,EAST,1.0,3,45552,0,45552,Multifamily Housing,Multifamily Housing,45552.0,50.0,28.79999924,31.20000076,68.40000153,75.09999847,1313651.25,1421499.375,False,True,True,False,Compliant,31.43,98104.0,47.62478,-122.32684,99
2178,24664,Multifamily MR (5-9),Mid-Rise Multifamily,6848200060,3,EAST,1.0,9,144995,0,144995,Multifamily Housing,Multifamily Housing,144995.0,98.0,29.60000038,31.70000076,56.79999924,60.20000076,4287439.5,4591996.5,False,True,True,False,Compliant,145.27,98102.0,47.62332,-122.32755,62
2179,24667,Multifamily LR (1-4),Low-Rise Multifamily,6848200092,3,EAST,1.0,4,22326,0,22326,Multifamily Housing,Multifamily Housing,22326.0,81.0,25.39999962,26.39999962,79.90000153,83.0,567808.8125,590379.5,False,True,False,False,Compliant,3.96,98102.0,47.62392,-122.32706,59
2180,24668,Multifamily LR (1-4),Low-Rise Multifamily,6848200100,3,EAST,1.0,3,25800,0,25800,Multifamily Housing,Multifamily Housing,25800.0,81.0,25.70000076,28.0,61.90000153,68.69999695,662096.375,722806.1875,False,True,True,False,Compliant,15.26,98102.0,47.62414,-122.32717,96
2181,24673,Multifamily LR (1-4),Low-Rise Multifamily,6848200125,3,EAST,1.0,3,29528,0,29528,Multifamily Housing,Multifamily Housing,29528.0,80.0,47.40000153,52.0,73.30000305,78.40000153,1400708.125,1534285.0,False,True,True,False,Compliant,59.05,98102.0,47.62179,-122.3264,75
2182,24688,Multifamily MR (5-9),Mid-Rise Multifamily,6848200246,3,EAST,1.0,5,27910,0,27910,"Multifamily Housing, Parking",Multifamily Housing,25459.0,73.0,33.90000153,37.29999924,106.4000015,117.0999985,862744.0,949308.5,False,True,False,False,Compliant,6.01,98102.0,47.62409,-122.32643,64
2183,24689,Multifamily LR (1-4),Low-Rise Multifamily,6848200250,3,EAST,1.0,4,23100,0,23100,Multifamily Housing,Multifamily Housing,23100.0,84.0,24.79999924,25.89999962,77.80000305,81.19999695,572611.0,597598.0,False,True,False,False,Compliant,3.99,98102.0,47.62386,-122.32644,62
2184,24693,Multifamily LR (1-4),Low-Rise Multifamily,6848200275,3,EAST,1.0,4,37509,0,37509,"Multifamily Housing, Parking",Multifamily Housing,32880.0,38.0,64.30000305,69.09999847,95.0,100.0,2114053.0,2270621.0,False,True,True,False,Compliant,92.3,98102.0,47.62329,-122.3258,57
2185,24700,NonResidential,Mixed Use Property,7666206275,2,GREATER DUWAMISH,1.0,1,27000,0,27000,"Other, Other - Entertainment/Public Assembly, Self-Storage Facility",Other,9000.0,,8.5,9.199999809,26.70000076,28.89999962,229856.4063,248334.9063,False,True,False,False,Compliant,1.6,98134.0,47.58452,-122.3337,107
2186,24701,NonResidential,Other,7666206400,2,GREATER DUWAMISH,1.0,2,20747,0,20747,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,11815.0,,48.29999924,50.70000076,128.8000031,131.3000031,1001964.0,1051152.375,False,True,True,False,Compliant,17.45,98134.0,47.58787,-122.33365,88
2187,24705,NonResidential,Warehouse,7666206455,2,GREATER DUWAMISH,1.0,2,40800,0,40800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,36000.0,,20.0,22.79999924,38.29999924,41.20000076,817255.875,929876.625,False,True,True,False,Compliant,27.83,98101.0,47.58903,-122.33361,95
